Title;Book Author;Book Narrator;audioRuntime;Categories;average_rating;ratings_count;price;audioRuntime_converted;average_rating_converted;ratings_count_converted;category_converted
Odd Thomas;Dean Koontz;David Aaron Baker;10.36;Literature & Fiction;4.4;11762;11;3;4;4;12
The Underground Railroad (Television Tie-in);Colson Whitehead;Bahni Turpin;10.43;Literature & Fiction;4.4;14937;11;3;4;4;12
The Girl on the Train;Paula Hawkins;Clare Corbett;10.58;Literature & Fiction;4.4;137770;12;3;4;5;12
The Handmaid's Tale;Margaret Atwood;Claire Danes;11.01;Literature & Fiction;4.4;39237;12;3;4;5;12
The Next Always;Nora Roberts;MacLeod Andrews;11.21;Literature & Fiction;4.4;7401;11;3;4;4;12
Devoted;Dean Koontz;Edoardo Ballerini;11.24;Literature & Fiction;4.4;8111;11;3;4;4;12
Little Fires Everywhere;Celeste Ng;Jennifer Lim;11.27;Literature & Fiction;4.4;56941;12;3;4;5;12
Lolita;Vladimir Nabokov;Jeremy Irons;11.28;Literature & Fiction;4.4;9575;11;3;4;4;12
The Marriage Game;Sara Desai;Soneela Nankani;11.38;Literature & Fiction;4.4;73;8;3;4;1;12
Between Sisters;Kristin Hannah;Laural Merlington;11.40;Literature & Fiction;4.4;3290;10;3;4;3;12
When We Believed in Mermaids;Barbara O'Neal;Sarah Naughton;11.55;Literature & Fiction;4.4;9835;11;3;4;4;12
Beloved;Toni Morrison;Toni Morrison;12.03;Literature & Fiction;4.4;3573;10;3;4;3;12
One Perfect Summer;Brenda Novak;Erin Bennett;12.40;Literature & Fiction;4.4;1127;10;3;4;3;12
A Good Marriage;Kimberly McCreight;Sarah Zimmerman;12.57;Literature & Fiction;4.4;4234;10;3;4;3;12
That Summer;Jennifer Weiner;Sutton Foster;13.21;Literature & Fiction;4.4;233;9;3;4;2;12
The Three-Body Problem;Cixin Liu;Luke Daniels;13.26;Literature & Fiction;4.4;17574;11;3;4;4;12
The Night Circus;Erin Morgenstern;Jim Dale;13.40;Literature & Fiction;4.4;24377;12;3;4;5;12
Madam;Phoebe Wynne;Nathalie Buscombe;13.52;Literature & Fiction;4.4;25;8;3;4;1;12
Refuge;Dot Jackson;Elizabeth Wiley;14.03;Literature & Fiction;4.4;213;9;3;4;2;12
Hench;Natalie Zina Walschots;Alex McKenna;14.14;Literature & Fiction;4.4;574;9;3;4;2;12
Interview with the Vampire;Anne Rice;Simon Vance;14.24;Literature & Fiction;4.4;7505;11;3;4;4;12
Die Trying;Lee Child;Johnathan McClain;14.48;Literature & Fiction;4.4;7891;11;3;4;4;12
Chasing Fire;Nora Roberts;Rebecca Lowman;15.10;Literature & Fiction;4.4;6632;12;4;4;4;12
The Last Letter from Your Lover;Jojo Moyes;Susan Lyons;15.19;Literature & Fiction;4.4;3057;11;4;4;3;12
The Fifth Season;N. K. Jemisin;Robin Miles;15.27;Literature & Fiction;4.4;20499;13;4;4;5;12
The Orphan Collector;Ellen Marie Wiseman;Rachel Botchan;15.51;Literature & Fiction;4.4;578;10;4;4;2;12
For Whom the Bell Tolls;Ernest Hemingway;Campbell Scott;16.17;Literature & Fiction;4.4;7328;12;4;4;4;12
Killing Floor;Lee Child;Dick Hill;17.47;Literature & Fiction;4.4;14710;12;4;4;4;12
Origin;Dan Brown;Paul Michael;18.10;Literature & Fiction;4.4;46268;13;4;4;5;12
Fifty Shades Darker;E. L. James;Becca Battoe;19.49;Literature & Fiction;4.4;25202;13;4;4;5;12
The Last Tribe;Brad Manuel;Scott Brick;22.42;Literature & Fiction;4.4;12695;12;4;4;4;12
The Import;J.T. Baier;Jay Snyder;0.10;Literature & Fiction;4.5;259;7;1;4;2;12
The Black Cat;Edgar Allan Poe;William Roberts;0.27;Literature & Fiction;4.5;72;6;1;4;1;12
Fahrenheit 451;Ray Bradbury;Tim Robbins;05.01;Literature & Fiction;4.5;24955;12;3;4;5;12
Meditations;Marcus Aurelius;Duncan Steen;05.09;Literature & Fiction;4.5;7095;11;3;4;4;12
For Lucy;Jewel E. Ann;Connor Crais;07.38;Literature & Fiction;4.5;2;8;3;4;1;12
The Case of the Damaged Detective;Drew Hayes;Scott Aiello;07.49;Literature & Fiction;4.5;4266;10;3;4;3;12
A River Runs Through It and Other Stories;Norman Maclean;David Manis;08.01;Literature & Fiction;4.5;1307;10;3;4;3;12
Finding Ashley;Danielle Steel;Michael Braun;08.13;Literature & Fiction;4.5;286;9;3;4;2;12
Requiem of the Soul;A. Zavarelli;Wen Ross;08.18;Literature & Fiction;4.5;45;8;3;4;1;12
The Push;Ashley Audrain;Marin Ireland;08.38;Literature & Fiction;4.5;4041;10;3;4;3;12
The Last Thing He Told Me;Laura Dave;Rebecca Lowman;08.49;Literature & Fiction;4.5;4460;10;3;4;3;12
Predator: Stalking Shadows;James A. Moore;James Patrick Cronin;08.54;Literature & Fiction;4.5;313;9;3;4;2;12
The Shack;Wm. Paul Young;Roger Mueller;09.15;Literature & Fiction;4.5;10888;11;3;4;4;12
The Last Flight;Julie Clark;Khristine Hvam;09.23;Literature & Fiction;4.5;4590;10;3;4;3;12
The Family Upstairs;Lisa Jewell;Tamaryn Payne;09.36;Literature & Fiction;4.5;8108;11;3;4;4;12
Invisible Girl;Lisa Jewell;Donna Banya;09.45;Literature & Fiction;4.5;4709;10;3;4;3;12
Summer on the Bluffs;Sunny Hostin;January LaVoy;09.50;Literature & Fiction;4.5;336;9;3;4;2;12
The Return;Nicholas Sparks;Kyf Brewer;09.56;Literature & Fiction;4.5;7014;11;3;4;4;12
We Begin at the End;Chris Whitaker;George Newbern;10.30;Literature & Fiction;4.5;583;9;3;4;2;12
We Are All the Same in the Dark;Julia Heaberlin;Jenna Lamia;10.34;Literature & Fiction;4.5;3036;10;3;4;3;12
People We Meet on Vacation;Emily Henry;Julia Whelan;10.46;Literature & Fiction;4.5;761;9;3;4;2;12
The Impossible Girl;Lydia Kang;Saskia Maarleveld;10.53;Literature & Fiction;4.5;399;9;3;4;2;12
The Vanishing Half;Brit Bennett;Shayna Small;11.34;Literature & Fiction;4.5;17012;11;3;4;4;12
Daylight;David Baldacci;Brittany Pressley;11.37;Literature & Fiction;4.5;5879;11;3;4;4;12
One Good Deed;David Baldacci;Edoardo Ballerini;11.41;Literature & Fiction;4.5;11627;11;3;4;4;12
The Paris Library;Janet Skeslien Charles;Nicky Diss;11.53;Literature & Fiction;4.5;635;9;3;4;2;12
Ariadne;Jennifer Saint;Barrie Kreinik;11.59;Literature & Fiction;4.5;98;8;3;4;1;12
We Hope for Better Things;Erin Bartels;Stina Nielsen;12.03;Literature & Fiction;4.5;2237;10;3;4;3;12
The Handmaid's Tale: Special Edition;Margaret Atwood;Claire Danes;12.06;Literature & Fiction;4.5;33627;12;3;4;5;12
The Duke and I;Julia Quinn;Rosalyn Landor;12.09;Literature & Fiction;4.5;9100;11;3;4;4;12
Good Omens;Neil Gaiman;Martin Jarvis;12.32;Literature & Fiction;4.5;37842;12;3;4;5;12
The Final Revival of Opal & Nev;Dawnie Walton;Janina Edwards;13.17;Literature & Fiction;4.5;189;9;3;4;2;12
The Siren;Katherine St. John;Erin Bennett;13.18;Literature & Fiction;4.5;10;8;3;4;1;12
What Alice Forgot;Liane Moriarty;Tamara Lovatt-Smith;13.32;Literature & Fiction;4.5;29569;12;3;4;5;12
Star Wars: Light of the Jedi;Charles Soule;Marc Thompson;13.35;Literature & Fiction;4.5;6096;11;3;4;4;12
Neverwhere;Neil Gaiman;Neil Gaiman;13.48;Literature & Fiction;4.5;36779;12;3;4;5;12
The Murmur of Bees;Sofia Segovia;Xe Sands;14.20;Literature & Fiction;4.5;13554;11;3;4;4;12
Magic Hour;Kristin Hannah;Suzanne Toren;14.38;Literature & Fiction;4.5;1752;10;3;4;3;12
Winter Garden;Kristin Hannah;Susan Ericksen;14.38;Literature & Fiction;4.5;14060;11;3;4;4;12
City of Girls;Elizabeth Gilbert;Blair Brown;15.08;Literature & Fiction;4.5;21163;13;4;4;5;12
The Poisonwood Bible;Barbara Kingsolver;Dean Robertson;15.34;Literature & Fiction;4.5;11140;12;4;4;4;12
All the Light We Cannot See;Anthony Doerr;Zach Appelman;16.02;Literature & Fiction;4.5;53163;13;4;4;5;12
Fly Away;Kristin Hannah;Susan Ericksen;16.04;Literature & Fiction;4.5;3092;11;4;4;3;12
Pretty Things;Janelle Brown;Julia Whelan;16.06;Literature & Fiction;4.5;16634;12;4;4;4;12
Firefly Lane;Kristin Hannah;Susan Ericksen;17.54;Literature & Fiction;4.5;14630;12;4;4;4;12
Grey;E. L. James;Zachary Webber;18.53;Literature & Fiction;4.5;17128;12;4;4;4;12
Scarlet Feather;Maeve Binchy;Barbara Caruso;20.08;Literature & Fiction;4.5;762;10;4;4;2;12
The Willie Lynch Letter and the Making of a Slave;Willie Lynch;Ronald Eastwood;0.23;Literature & Fiction;4.6;581;7;1;4;2;12
The Old Man and the Sea;Ernest Hemingway;Donald Sutherland;02.28;Literature & Fiction;4.6;9796;10;2;4;4;12
The Hitchhiker's Guide to the Galaxy;Douglas Adams;Stephen Fry;05.51;Literature & Fiction;4.6;44749;12;3;4;5;12
And Then There Were None;Agatha Christie;Dan Stevens;06.01;Literature & Fiction;4.6;15000;11;3;4;4;12
Later;Stephen King;Seth Numrich;06.32;Literature & Fiction;4.6;10580;11;3;4;4;12
Their Eyes Were Watching God;Zora Neale Hurston;Ruby Dee;06.44;Literature & Fiction;4.6;9025;11;3;4;4;12
A Pocket Full of Rye;Agatha Christie;Richard E. Grant;06.51;Literature & Fiction;4.6;871;9;3;4;2;12
All Quiet on the Western Front;Erich Maria Remarque;Frank Muller;06.55;Literature & Fiction;4.6;8475;11;3;4;4;12
Piranesi;Susanna Clarke;Chiwetel Ejiofor;06.58;Literature & Fiction;4.6;2104;10;3;4;3;12
The Bluest Eye;Toni Morrison;Toni Morrison;07.06;Literature & Fiction;4.6;3744;10;3;4;3;12
Fortune and Glory;Janet Evanovich;Lorelei King;07.13;Literature & Fiction;4.6;2598;10;3;4;3;12
A Stranger Is Watching;Mary Higgins Clark;January LaVoy;07.34;Literature & Fiction;4.6;376;9;3;4;2;12
The Good Shepherd;C.S. Forester;Edoardo Ballerini;07.53;Literature & Fiction;4.6;959;9;3;4;2;12
Stay;Catherine Ryan Hyde;Nick Podehl;08.12;Literature & Fiction;4.6;2515;10;3;4;3;12
The Good Sister;Sally Hepworth;Barrie Kreinik;08.19;Literature & Fiction;4.6;979;9;3;4;2;12
Daisy Jones & The Six;Taylor Jenkins Reid;Jennifer Beals;09.03;Literature & Fiction;4.6;18756;11;3;4;4;12
10 Minutes 38 Seconds in This Strange World;Elif Shafak;Alix Dunmore;09.11;Literature & Fiction;4.6;372;9;3;4;2;12
Seven Perfect Things;Catherine Ryan Hyde;Christa Lewis;09.18;Literature & Fiction;4.6;241;9;3;4;2;12
The Soulmate Equation;Christina Lauren;Patti Murin;09.39;Literature & Fiction;4.6;245;9;3;4;2;12
Anxious People;Fredrik Backman;Marin Ireland;09.53;Literature & Fiction;4.6;12912;11;3;4;4;12
The Dutch House;Ann Patchett;Tom Hanks;09.53;Literature & Fiction;4.6;42861;12;3;4;5;12
The Girl Behind the Red Rope;Ted Dekker;Sandy Rustin;10.05;Literature & Fiction;4.6;548;9;3;4;2;12
Then She Was Gone;Lisa Jewell;Helen Duff;10.12;Literature & Fiction;4.6;58033;12;3;4;5;12
Dr. Mitchell;Raylin Marks;Sarah Puckett;10.55;Literature & Fiction;4.6;259;9;3;4;2;12
Eleanor Oliphant Is Completely Fine;Gail Honeyman;Cathleen McCarron;11.02;Literature & Fiction;4.6;59261;12;3;4;5;12
It Ends with Us;Colleen Hoover;Olivia Song;11.11;Literature & Fiction;4.6;8293;11;3;4;4;12
The Song of Achilles;Madeline Miller;Frazer Douglas;11.15;Literature & Fiction;4.6;21428;12;3;4;5;12
Stealing Home;Sherryl Woods;Stina Nielsen;11.33;Literature & Fiction;4.6;817;9;3;4;2;12
The Extraordinary Life of Sam Hell;Robert Dugoni;Robert Dugoni;11.41;Literature & Fiction;4.6;12025;11;3;4;4;12
A Gambling Man;David Baldacci;Edoardo Ballerini;11.52;Literature & Fiction;4.6;2413;10;3;4;3;12
The Kite Runner;Khaled Hosseini;Khaled Hosseini;12.01;Literature & Fiction;4.6;16164;11;3;4;4;12
World War Z: The Complete Edition;Max Brooks;Max Brooks;12.09;Literature & Fiction;4.6;18691;11;3;4;4;12
The Law of Innocence;Michael Connelly;Peter Giles;12.27;Literature & Fiction;4.6;9656;11;3;4;4;12
Homegoing;Yaa Gyasi;Dominic Hoffman;13.11;Literature & Fiction;4.6;7968;11;3;4;4;12
Romancing Mister Bridgerton;Julia Quinn;Rosalyn Landor;13.17;Literature & Fiction;4.6;3954;10;3;4;3;12
The Obelisk Gate: Booktrack Edition;N. K. Jemisin;Robin Miles;13.19;Literature & Fiction;4.6;11884;11;3;4;4;12
The Stone Sky;N. K. Jemisin;Robin Miles;14.16;Literature & Fiction;4.6;10045;11;3;4;4;12
This Tender Land;William Kent Krueger;Scott Brick;14.19;Literature & Fiction;4.6;7166;11;3;4;4;12
The Newcomer;Mary Kay Andrews;Kathleen McInerney;14.30;Literature & Fiction;4.6;357;9;3;4;2;12
The Alice Network;Kate Quinn;Saskia Maarleveld;15.07;Literature & Fiction;4.6;40242;13;4;4;5;12
If It Bleeds;Stephen King;Will Patton;15.12;Literature & Fiction;4.6;11931;12;4;4;4;12
Shelter in Place;Nora Roberts;January LaVoy;15.22;Literature & Fiction;4.6;15565;12;4;4;4;12
28 Summers;Elin Hilderbrand;Erin Bennett;15.26;Literature & Fiction;4.6;6825;12;4;4;4;12
Children of Dune;Frank Herbert;Scott Brick;16.51;Literature & Fiction;4.6;9861;12;4;4;4;12
Salem's Lot;Stephen King;Ron McLarty;17.36;Literature & Fiction;4.6;18405;12;4;4;4;12
The Outsider;Stephen King;Will Patton;18.41;Literature & Fiction;4.6;54768;13;4;4;5;12
The Institute;Stephen King;Santino Fontana;18.59;Literature & Fiction;4.6;35443;13;4;4;5;12
American Gods: The Tenth Anniversary Edition (A Full Cast Production);Neil Gaiman;Ron McLarty;19.39;Literature & Fiction;4.6;56013;13;4;4;5;12
Cibola Burn;James S. A. Corey;Jefferson Mays;20.07;Literature & Fiction;4.6;19458;12;4;4;4;12
The Grapes of Wrath;John Steinbeck;Dylan Baker;21.01;Literature & Fiction;4.6;10063;12;4;4;4;12
The Vampire Lestat;Anne Rice;Simon Vance;21.40;Literature & Fiction;4.6;4638;11;4;4;3;12
The Alchemist;Paulo Coelho;Jeremy Irons;0.04;Literature & Fiction;4.7;61074;10;1;4;5;12
The Hunger Artist;Franz Kafka;Paul Brion;0.25;Literature & Fiction;4.7;19;6;1;4;1;12
Of Mice and Men;John Steinbeck;Gary Sinise;03.11;Literature & Fiction;4.7;8321;10;2;4;4;12
Animal Farm;George Orwell;Benjamin May;03.25;Literature & Fiction;4.7;3;7;2;4;1;12
Unlearn;Humble the Poet;Humble the Poet;03.55;Literature & Fiction;4.7;1159;9;2;4;3;12
News of the World;Paulette Jiles;Grover Gardner;06.17;Literature & Fiction;4.7;1919;10;3;4;3;12
Norse Mythology;Neil Gaiman;Neil Gaiman;06.29;Literature & Fiction;4.7;60069;12;3;4;5;12
The Monk Who Sold His Ferrari;Robin Sharma;Humphrey Bower;06.34;Literature & Fiction;4.7;1952;10;3;4;3;12
Magical Midlife Madness;K.F. Breene;Nicole Poole;07.09;Literature & Fiction;4.7;2641;10;3;4;3;12
The Dalai Lama's Cat + The Dalai Lama's Cat: Guided Meditations;David Michie;David Michie;07.14;Literature & Fiction;4.7;333;9;3;4;2;12
Catch Me If You Can;Christina C. Jones;Leon Nixon;07.24;Literature & Fiction;4.7;24;8;3;4;1;12
A Thousand Ships;Natalie Haynes;Natalie Haynes;08.34;Literature & Fiction;4.7;336;9;3;4;2;12
The Mayor of Noobtown;Ryan Rimmel;Johnathan McClain;09.03;Literature & Fiction;4.7;3805;10;3;4;3;12
An Absolutely Remarkable Thing;Hank Green;Kristen Sieh;09.25;Literature & Fiction;4.7;5844;11;3;4;4;12
Mary Jane;Jessica Anya Blau;Caitlin Kinnunen;09.44;Literature & Fiction;4.7;80;8;3;4;1;12
Ink & Sigil;Kevin Hearne;Luke Daniels;10.11;Literature & Fiction;4.7;1513;10;3;4;3;12
Homeland Elegies;Ayad Akhtar;Ayad Akhtar;10.19;Literature & Fiction;4.7;1103;10;3;4;3;12
Sooley;John Grisham;Dion Graham;10.27;Literature & Fiction;4.7;2466;10;3;4;3;12
West with Giraffes;Lynda Rutledge;Danny Campbell;10.29;Literature & Fiction;4.7;412;9;3;4;2;12
One Flew Over the Cuckoo's Nest;Ken Kesey;John C. Reilly;10.32;Literature & Fiction;4.7;6539;11;3;4;4;12
The Brilliant Life of Eudora Honeysett;Annie Lyons;Nicolette McKenzie;10.39;Literature & Fiction;4.7;676;9;3;4;2;12
The Nature of Fragile Things;Susan Meissner;Alana Kerr Collins;10.39;Literature & Fiction;4.7;780;9;3;4;2;12
Fast Ice;Clive Cussler;Scott Brick;10.45;Literature & Fiction;4.7;1019;10;3;4;3;12
The Book of Lost Names;Kristin Harmel;Madeleine Maby;10.50;Literature & Fiction;4.7;1899;10;3;4;3;12
The Henna Artist;Alka Joshi;Sneha Mathan;10.56;Literature & Fiction;4.7;9604;11;3;4;4;12
Call Your Daughter Home;Deb Spera;Robin Miles;11.07;Literature & Fiction;4.7;9616;11;3;4;4;12
The Venice Sketchbook;Rhys Bowen;Barrie Kreinik;11.55;Literature & Fiction;4.7;530;9;3;4;2;12
The Terminal List;Jack Carr;Ray Porter;12.03;Literature & Fiction;4.7;25894;12;3;4;5;12
The Witch's Heart;Genevieve Gornichec;Jayne Entwistle;12.04;Literature & Fiction;4.7;344;9;3;4;2;12
Circe;Madeline Miller;Perdita Weeks;12.08;Literature & Fiction;4.7;40228;12;3;4;5;12
An Offer from a Gentleman;Julia Quinn;Rosalyn Landor;12.22;Literature & Fiction;4.7;4640;10;3;4;3;12
The Viscount Who Loved Me;Julia Quinn;Rosalyn Landor;12.23;Literature & Fiction;4.7;6073;11;3;4;4;12
Hamnet;Maggie O'Farrell;Ell Potter;12.42;Literature & Fiction;4.7;3612;10;3;4;3;12
Peace Talks;Jim Butcher;James Marsters;12.52;Literature & Fiction;4.7;16891;11;3;4;4;12
The Best of Me;David Sedaris;David Sedaris;13.08;Literature & Fiction;4.7;1433;10;3;4;3;12
The Squire;Duncan M. Hamilton;John Lee;13.15;Literature & Fiction;4.7;155;9;3;4;2;12
The Testaments;Margaret Atwood;Derek Jacobi;13.18;Literature & Fiction;4.7;18405;11;3;4;4;12
Big Lies in a Small Town;Diane Chamberlain;Susan Bennett;13.19;Literature & Fiction;4.7;6374;11;3;4;4;12
The Book of Longings;Sue Monk Kidd;Mozhan Marnò;13.27;Literature & Fiction;4.7;3582;10;3;4;3;12
Towers of Heaven;Cameron Milan;Steve Campbell;13.35;Literature & Fiction;4.7;578;9;3;4;2;12
The Giver of Stars;Jojo Moyes;Julia Whelan;13.52;Literature & Fiction;4.7;38795;12;3;4;5;12
Deacon King Kong;James McBride;Dominic Hoffman;14.05;Literature & Fiction;4.7;3790;10;3;4;3;12
The Water Dancer (Oprah’s Book Club);Ta-Nehisi Coates;Joe Morton;14.14;Literature & Fiction;4.7;11636;11;3;4;4;12
A Tree Grows in Brooklyn;Betty Smith;Kate Burton;14.55;Literature & Fiction;4.7;6429;11;3;4;4;12
The Four Winds;Kristin Hannah;Julia Whelan;15.02;Literature & Fiction;4.7;16223;12;4;4;4;12
The Great Alone;Kristin Hannah;Julia Whelan;15.03;Literature & Fiction;4.7;38968;13;4;4;5;12
The Book of Lost Friends;Lisa Wingate;Sophie Amoss;15.06;Literature & Fiction;4.7;6939;12;4;4;4;12
Jurassic Park;Michael Crichton;Scott Brick;15.10;Literature & Fiction;4.7;29942;13;4;4;5;12
A Beautifully Foolish Endeavor;Hank Green;Kristen Sieh;15.46;Literature & Fiction;4.7;1676;11;4;4;3;12
The Shining;Stephen King;Campbell Scott;15.50;Literature & Fiction;4.7;30404;13;4;4;5;12
Small Great Things;Jodi Picoult;Audra McDonald;16.14;Literature & Fiction;4.7;29315;13;4;4;5;12
Watchers;Dean Koontz;Edoardo Ballerini;16.31;Literature & Fiction;4.7;17451;12;4;4;4;12
American Dirt (Oprah's Book Club);Jeanine Cummins;Yareli Arizmendi;16.43;Literature & Fiction;4.7;24212;13;4;4;5;12
Lilac Girls;Martha Hall Kelly;Cassandra Campbell;17.30;Literature & Fiction;4.7;19401;12;4;4;4;12
Beneath a Scarlet Sky;Mark Sullivan;Will Damron;17.43;Literature & Fiction;4.7;40038;13;4;4;5;12
Son of the Storm;Suyi Davies Okungbowa;Korey Jackson;17.46;Literature & Fiction;4.7;12;9;4;4;1;12
A Gentleman in Moscow;Amor Towles;Nicholas Guy Smith;17.52;Literature & Fiction;4.7;34927;13;4;4;5;12
Crooked Kingdom;Leigh Bardugo;Roger Clark;17.58;Literature & Fiction;4.7;10273;12;4;4;4;12
The Huntress;Kate Quinn;Saskia Maarleveld;19.04;Literature & Fiction;4.7;9705;12;4;4;4;12
Eternal;Lisa Scottoline;Cassandra Campbell;19.07;Literature & Fiction;4.7;627;10;4;4;2;12
Patriot Games;Tom Clancy;Scott Brick;22.02;Literature & Fiction;4.7;9971;12;4;4;4;12
The Blade Itself;Joe Abercrombie;Steven Pacey;22.15;Literature & Fiction;4.7;15580;12;4;4;4;12
The Lies of Locke Lamora;Scott Lynch;Michael Page;22.36;Literature & Fiction;4.7;2671;11;4;4;3;12
The Book of Life;Deborah Harkness;Jennifer Ikeda;23.53;Literature & Fiction;4.7;23986;13;4;4;5;12
Gettysburg Address;Abraham Lincoln;Ryan Vincent Anderson;0.02;Literature & Fiction;4.8;339;7;1;4;2;12
Cuentos del intramundo;Alejandro Jodorowsky;Fernando Solís;0.28;Literature & Fiction;4.8;32;6;1;4;1;12
Cassandra Speaks;Elizabeth Lesser;Xe Sands;06.57;Literature & Fiction;4.8;526;9;3;4;2;12
I Thee Take;Natasha Knight;Wen Ross;07.21;Literature & Fiction;4.8;144;9;3;4;2;12
The Tattooist of Auschwitz;Heather Morris;Richard Armitage;07.25;Literature & Fiction;4.8;24263;12;3;4;5;12
Spilled Milk;K. L. Randis;K. L. Randis;07.43;Literature & Fiction;4.8;5781;11;3;4;4;12
The Autobiography of Kathryn Janeway;Una McCormack;Kate Mulgrew;08.20;Literature & Fiction;4.8;316;9;3;4;2;12
The Unforgiven;Heather Graham;Roger Wayne;08.50;Literature & Fiction;4.8;32;8;3;4;1;12
Life's Too Short;Abby Jimenez;Christine Lakin;09.06;Literature & Fiction;4.8;892;9;3;4;2;12
United States of Apocalypse 2;Mark Tufo;Elizabeth Evans;09.10;Literature & Fiction;4.8;60;8;3;4;1;12
A Man Called Ove;Fredrik Backman;J. K. Simmons;09.13;Literature & Fiction;4.8;6333;11;3;4;4;12
Tempted by Deception;Rina Kent;Jason Clarke;09.17;Literature & Fiction;4.8;225;9;3;4;2;12
Jungle Up;Nick Pirog;Johnny Heller;09.52;Literature & Fiction;4.8;532;9;3;4;2;12
Replay;Amy Daws;Will Watt;10.45;Literature & Fiction;4.8;132;9;3;4;2;12
Just Last Night;Mhairi McFarlane;Maya Saroya;10.46;Literature & Fiction;4.8;95;8;3;4;1;12
101 avenue Henri-Martin (1942-1944);Régine Deforges;Véronique Groux de Miéri;11.02;Literature & Fiction;4.8;6;8;3;4;1;12
It's in His Kiss;Julia Quinn;Rosalyn Landor;11.11;Literature & Fiction;4.8;1464;10;3;4;3;12
The Saboteurs;Clive Cussler;Scott Brick;11.14;Literature & Fiction;4.8;62;8;3;4;1;12
Baptism of Fire;Andrzej Sapkowski;Peter Kenny;11.59;Literature & Fiction;4.8;12644;11;3;4;4;12
The Girl with the Louding Voice;Abi Daré;Adjoa Andoh;12.06;Literature & Fiction;4.8;2741;10;3;4;3;12
Where the Crawdads Sing;Delia Owens;Cassandra Campbell;12.12;Literature & Fiction;4.8;191898;12;3;4;5;12
Path of Destruction;Drew Karpyshyn;Jonathan Davis;12.16;Literature & Fiction;4.8;14321;11;3;4;4;12
To Kill a Mockingbird;Harper Lee;Sissy Spacek;12.17;Literature & Fiction;4.8;37619;12;3;4;5;12
Misery;Stephen King;Lindsay Crouse;12.21;Literature & Fiction;4.8;6519;11;3;4;4;12
The Dark Tower II;Stephen King;Frank Muller;12.47;Literature & Fiction;4.8;21102;12;3;4;5;12
Revenant;David Petrie;Travis Baldree;14.25;Literature & Fiction;4.8;296;9;3;4;2;12
Before We Were Yours;Lisa Wingate;Emily Rankin;14.29;Literature & Fiction;4.8;73837;12;3;4;5;12
The Bands of Mourning;Brandon Sanderson;Michael Kramer;14.41;Literature & Fiction;4.8;19523;11;3;4;4;12
Legacy;Nora Roberts;January LaVoy;14.57;Literature & Fiction;4.8;329;9;3;4;2;12
Relentless;Mark Greaney;Jay Snyder;15.39;Literature & Fiction;4.8;5591;12;4;4;4;12
The Rose Code;Kate Quinn;Saskia Maarleveld;15.40;Literature & Fiction;4.8;5189;12;4;4;4;12
Pet Sematary;Stephen King;Michael C. Hall;15.41;Literature & Fiction;4.8;20548;13;4;4;5;12
The Last Green Valley;Mark Sullivan;Will Damron;16.08;Literature & Fiction;4.8;264;10;4;4;2;12
Star Wars: Thrawn Ascendancy (Book II: Greater Good);Timothy Zahn;Marc Thompson;16.17;Literature & Fiction;4.8;1999;11;4;4;3;12
Nemesis Games;James S. A. Corey;Jefferson Mays;16.44;Literature & Fiction;4.8;19007;12;4;4;4;12
Redeeming Love;Francine Rivers;Kate Forbes;17.17;Literature & Fiction;4.8;8238;12;4;4;4;12
The Nightingale;Kristin Hannah;Polly Stone;17.19;Literature & Fiction;4.8;70458;13;4;4;5;12
The Dark Tower III;Stephen King;Frank Muller;18.14;Literature & Fiction;4.8;19204;12;4;4;4;12
The Hunt for Red October;Tom Clancy;Scott Brick;18.42;Literature & Fiction;4.8;7846;12;4;4;4;12
The Godfather;Mario Puzo;Joe Mantegna;18.48;Literature & Fiction;4.8;8545;12;4;4;4;12
The Fellowship of the Ring;J. R. R. Tolkien;Rob Inglis;19.07;Literature & Fiction;4.8;51180;13;4;4;5;12
Arcanum Unbounded: The Cosmere Collection;Brandon Sanderson;Michael Kramer;22.31;Literature & Fiction;4.8;14108;12;4;4;4;12
Three Questions;Leo Tolstoy;Michael Richards;0.08;Literature & Fiction;4.9;10;6;1;4;1;12
The Hill We Climb;Amanda Gorman;Amanda Gorman;0.09;Literature & Fiction;4.9;415;7;1;4;2;12
And Still I Rise (Unabridged Selections);Maya Angelou;Maya Angelou;0.22;Literature & Fiction;4.9;1278;8;1;4;3;12
Clarity and Connection;Yung Pueblo;Yung Pueblo;04.04;Literature & Fiction;4.9;16;8;3;4;1;12
Doctor Who: The Ruby's Curse;Alex Kingston;Alex Kingston;08.20;Literature & Fiction;4.9;40;8;3;4;1;12
The Chosen: A Novel Based on Season 1 of the Critically Acclaimed TV Series;Jerry B. Jenkins;Simon Vance;08.24;Literature & Fiction;4.9;42;8;3;4;1;12
The Anthropocene Reviewed;John Green;John Green;10.03;Literature & Fiction;4.9;362;9;3;4;2;12
Carl's Doomsday Scenario;Matt Dinniman;Jeff Hays;11.28;Literature & Fiction;4.9;737;9;3;4;2;12
Beast Mode;Keisha Ervin;Wesleigh Siobhan;12.37;Literature & Fiction;4.9;136;9;3;4;2;12
Battle Ground;Jim Butcher;James Marsters;15.43;Literature & Fiction;4.9;15423;12;4;4;4;12
The Two Towers;J. R. R. Tolkien;Rob Inglis;16.40;Literature & Fiction;4.9;37980;13;4;4;5;12
